title,NER
Chicken Curry with Cardamom,"[""olive"", ""cinnamon sticks"", ""pods"", ""chicken"", ""onions"", ""garlic"", ""ground coriander"", ""ground cumin"", ""ground turmeric"", ""cayenne pepper"", ""tomatoes"", ""chicken stock"", ""Salt""]"
Somesh Rao's Green Pepper Curry,"[""green peppers"", ""chili powder"", ""turmeric powder"", ""dhania powder"", ""coconut flakes"", ""khus khus"", ""fresh coriander"", ""tomatoes"", ""onions"", ""oil"", ""salt""]"
Vegetable Curry,"[""kidney beans"", ""water"", ""fresh broccoli/cauliflower"", ""curry powder"", ""chutney"", ""ginger"", ""salt""]"
Speedy Spicy Vegetable Curry,"[""vegetable oil"", ""onion"", ""garlic"", ""gingerroot"", ""curry powder"", ""vegetables"", ""tomatoes"", ""red lentils"", ""vegetable stock"", ""coconut milk"", ""cilantro""]"
Daikon Radish Curry that's Simple & Deep Flavor,"[""radish"", ""Carrot"", ""Onion"", ""meat"", ""Garlic"", ""Ginger"", ""yogurt"", ""Curry"", ""Ketchup""]"
Jamaican Curry Shrimp,"[""shrimp"", ""Black pepper"", ""Salt"", ""Curry"", ""Green bell pepper"", ""Red bell pepper"", ""onion"", ""clove garlic"", ""cooking oil"", ""thyme"", ""Salt"", ""Coconut milk"", ""Curry"", ""Ketchup"", ""pepper sauce"", ""Cornstarch"", ""Water""]"
Coconut Curry Rice With Peas,"[""long grain rice"", ""tomatoes"", ""garlic"", ""onion"", ""curry powder"", ""vegetable oil"", ""butter"", ""cumin"", ""black mustard seeds"", ""light coconut milk"", ""frozen peas""]"
Vegetable Thai Green Curry,"[""aubergine"", ""courgette"", ""carrot"", ""peas"", ""sweetcorn"", ""coconut cream"", ""coriander"", ""lemongrass"", ""gingerroot"", ""Splenda sugar substitute"", ""soy sauce"", ""chili sauce"", ""cumin coriander powder"", ""chili powder"", ""chile"", ""spray""]"
Collagen Rich Indian Curry,"[""Chicken"", ""Garlic"", ""Tomato"", ""Onion"", ""green beans"", ""chop"", ""Curry"", ""Cumin"", ""Curry"", ""Salt"", ""Garam masala"", ""Chili powder"", ""Salt""]"
Chicken Curry II,"[""chicken"", ""butter"", ""onions"", ""salt"", ""flour"", ""curry powder"", ""ginger"", ""black pepper"", ""chicken stock""]"
Tofu Coconut Curry,"[""green onion"", ""light coconut milk"", ""soy sauce"", ""brown sugar"", ""curry powder"", ""ginger powder"", ""red pepper"", ""firm tofu"", ""roma tomatoes"", ""bell pepper"", ""fresh basil"", ""bok choy""]"
Curry Shrimp,"[""shrimp"", ""Curry"", ""Salt"", ""crack black pepper"", ""garlic"", ""onion"", ""Butter""]"
Chicken Curry with Chickpeas,"[""quick-cooking rice"", ""chicken"", ""chick peas"", ""vegetables"", ""yogurt"", ""curry powder"", ""ground cumin"", ""cilantro"", ""Salt""]"
Curry in a Hurry,"[""mushrooms"", ""garlic"", ""onion"", ""cumin"", ""ground coriander"", ""chili powder"", ""turmeric"", ""salt"", ""tomato paste"", ""fresh cilantro"", ""olive oil"", ""shrimp"", ""chicken"", ""potato""]"
Mussels with Thai Red Curry,"[""butter"", ""tomatoes"", ""garlic"", ""fresh ginger"", ""milk"", ""red curry"", ""fresh cilantro"", ""salt"", ""mussels""]"
Drumstick Leaf Curry,"[""drumstick leaves"", ""coconut gratings"", ""curry"", ""red chilies"", ""urad dal"", ""turmeric"", ""oil"", ""Salt""]"
Easy Corn Curry,"[""oil"", ""onion"", ""garlic"", ""tomato paste"", ""corn"", ""turmeric"", ""cayenne powder"", ""ground cumin"", ""water"", ""garam masala"", ""salt"", ""yogurt"", ""fresh cilantro"", ""nuts""]"
Sweet Vegetable and Coconut Green Curry,"[""olive oil"", ""onion"", ""thai green curry"", ""sweet potatoes"", ""light coconut milk"", ""cinnamon"", ""frozen peas"", ""cilantro""]"
Prawn and Tuna Curry Cream Pasta,"[""Pasta"", ""prawns"", ""tuna"", ""cream"", ""White wine"", ""Butter"", ""Curry"", ""Salt"", ""Parsley""]"
Cast-Iron Carrots with Curry,"[""coconut oil"", ""carrots"", ""salt"", ""ground black pepper"", ""curry powder"", ""fresh cilantro""]"
"Tomato Curry Beef [this Tastes Nutty, Not Like Curry!]","[""safflower oil"", ""thin"", ""tomatoes"", ""green pepper"", ""onions"", ""chicken"", ""curry"", ""sugar"", ""cornstarch"", ""water""]"
Toms Trinidadian Chicken Curry,"[""Chicken"", ""Salt"", ""Pepper"", ""Yellow Mustard"", ""Onion"", ""Tomato"", ""Garlic"", ""Cilantro"", ""Curry"", ""Turmeric"", ""Vegetable Oil"", ""Pepper"", ""Potatoes""]"
Slow-Cooker Chicken Curry,"[""chicken"", ""TACO"", ""onion"", ""curry powder"", ""'S""]"
Bird Flu Curry Powder,"[""red chilies"", ""cloves"", ""cinnamon"", ""coriander seed"", ""fennel seed"", ""szechuan peppercorns"", ""nutmeg"", ""anise"", ""ground turmeric""]"
Chickpea and Vegetable Curry,"[""onions"", ""garlic"", ""curry powder"", ""vegetable stock"", ""chickpeas"", ""cauliflower"", ""broccoli"", ""spinach leaves"", ""tomatoes"", ""firm tofu"", ""red miso"", ""boiling water""]"
Crock Pot Chicken Curry for Two,"[""chicken breasts"", ""cream of chicken soup"", ""sherry"", ""butter"", ""green onions"", ""curry powder"", ""salt"", ""pepper""]"
Lamb Kofta Curry,"[""Green Chili"", ""Potatoes"", ""Ginger Garlic"", ""Cilantro"", ""Salt"", ""Cooking Oil"", ""Onion"", ""Ginger Garlic"", ""Ground Cumin"", ""Salt"", ""Turmeric"", ""Cayenne Pepper"", ""Coriander Powder"", ""Tomato Puree"", ""Cashews"", ""Heavy Cream"", ""Garam Masala""]"
Chicken Curry III,"[""butter"", ""chicken"", ""tomatoes"", ""onion soup"", ""curry powder"", ""water"", ""yogurt"", ""rice"", ""peas""]"
Simple Chicken Curry,"[""roasting chickens"", ""onions"", ""garlic"", ""fresh ginger"", ""red chilies"", ""coconut milk"", ""ground coriander"", ""ground turmeric"", ""ground black pepper"", ""salt"", ""curry""]"
Thai Shrimp Curry,"[""coconut milk"", ""curry"", ""red onion"", ""tomato"", ""fish sauce"", ""lime rind"", ""sugar"", ""basil"", ""cilantro"", ""lime juice"", ""salt""]"
Chicken N'a Curry!,"[""chicken breasts"", ""cream of mushroom soup"", ""mayonnaise"", ""sour cream"", ""curry powder"", ""paprika"", ""pepper"", ""salt"", ""frozen broccoli carrots cauliflower"", ""corn flakes"", ""butter"", ""cheddar cheese""]"
Best Chicken Curry,"[""chicken"", ""water"", ""chicken broth"", ""apples"", ""butter"", ""onions"", ""celery stalks"", ""curry powder"", ""salt"", ""red pepper"", ""rice"", ""chutney"", ""almonds"", ""chives"", ""raisins"", ""coconut"", ""pistachio nuts""]"
From The Kitchen Of The Afro-Vegan: Tofu Curry With Mustard Greens,"[""extra virgin olive oil"", ""salt"", ""mustard seeds"", ""white onion"", ""garlic"", ""fresh ginger"", ""ground turmeric"", ""cumin seeds"", ""pods cardamom"", ""chili powder"", ""freshly ground black pepper"", ""garlic"", ""ground ginger"", ""tomatoes"", ""chunky peanut butter"", ""jalapeno chile"", ""vegetable stock"", ""bay leaves"", ""cilantro""]"
Indian Curry! Low-Calorie!,"[""Curry"", ""Flour"", ""Salt"", ""Onion"", ""ginger"", ""Curry"", ""Bay leaf"", ""Chicken"", ""tomatoes"", ""Potato"", ""Apple"", ""Onions"", ""clove Garlic"", ""Soy sauce"", ""sauce"", ""Cumin"", ""Butter"", ""Yogurt""]"
Authentic Butter Chicken Curry In 30 Minutes,"[""Butter"", ""clove Garlic"", ""Ginger"", ""Onion"", ""Chicken"", ""Salt"", ""yogurt"", ""Paprika"", ""Curry"", ""tomatoes"", ""Chicken soup stock"", ""Fresh cream""]"
Yam Curry,"[""tender yams"", ""salt"", ""vegetable oil"", ""gingerroot"", ""clove garlic"", ""vegetable oil"", ""cumin seeds"", ""green cardamoms"", ""bay leaf"", ""peppercorns"", ""cinnamon"", ""turmeric"", ""chili powder"", ""ground coriander"", ""garam masala"", ""salt"", ""tomatoes"", ""yogurt"", ""water"", ""coriander""]"
East Indian Curry,"[""butter"", ""onions"", ""curry powder"", ""lamb"", ""bay leaves"", ""tomatoes"", ""saffron threads"", ""cardamom seeds"", ""clove garlic"", ""cloves"", ""cinnamon"", ""ginger root shaved"", ""lemon juice"", ""salt"", ""red hot pepper sauce""]"
Easy Green Curry,"[""chicken stock"", ""lime"", ""garlic"", ""coconut milk"", ""green curry"", ""fish sauce"", ""sugar"", ""chicken breast"", ""Japanese eggplants"", ""bamboo shoots"", ""green beans"", ""basil"", ""rice""]"
Lobster Curry,"[""lobsters"", ""Stock"", ""vegetable oil"", ""pickling onions"", ""garlic"", ""fresh chillies"", ""curry"", ""ground cumin"", ""ground coriander"", ""turmeric"", ""ground cardamom"", ""cinnamon"", ""tomatoes blanched"", ""lemon juice"", ""salt"", ""yoghurt""]"
Dry Curry (with Lots of Chinese Cabbage),"[""Chinese cabbage"", ""Onions"", ""Carrot"", ""clove Garlic"", ""Ginger"", ""Curry powder"", ""salt"", ""Curry roux"", ""Cumin powder"", ""* Soup stock cube"", ""Garam masala"", ""Flour"", ""Salt"", ""Vegetable oil""]"
Fragrant Orange Curry,"[""ghee"", ""cloves"", ""cinnamon"", ""cumin"", ""cayenne pepper"", ""mustard seeds"", ""fresh ginger"", ""green cardamom pods"", ""orange juice""]"
Sri-Lankan Fish Curry,"[""water"", ""tamarind"", ""coconut milk"", ""Tomato"", ""red chili powder"", ""ground turmeric"", ""oil"", ""onion"", ""green chilies"", ""curry"", ""garlic"", ""gingerroot"", ""fennel seed"", ""black mustard seed"", ""tomatoes"", ""fillet""]"
Basic Indian Curry with Paneer,"[""olive oil"", ""yellow onion"", ""garlic"", ""fresh ginger root"", ""serrano peppers"", ""chili powder"", ""ground cumin"", ""ground coriander"", ""garam masala"", ""ground turmeric"", ""tomato puree"", ""ketchup"", ""paneer"", ""frozen peas"", ""whipping cream""]"
Grilled Cherry Tomatoes With Curry and Golden Raisins,"[""cherry tomatoes"", ""olive oil"", ""Salt"", ""yogurt"", ""golden raisins"", ""fresh mint"", ""curry powder""]"
Chicken Curry in a Pressure Cooker,"[""onion"", ""garlic"", ""ginger"", ""olive oil"", ""ground cumin"", ""ground coriander"", ""ground turmeric"", ""ground cinnamon"", ""ground cloves"", ""cayenne"", ""salt"", ""water"", ""tomatoes"", ""chicken"", ""water"", ""sour cream""]"
"Thai it You'll Like It Hot Curry Beef Noodle Bowls, Green Melon with Lime and Lemon Sorbet","[""flank steak"", ""oil"", ""shallots"", ""cornstarch"", ""Salt"", ""shiitake mushrooms"", ""red bell pepper"", ""red hot chile pepper"", ""garlic"", ""scallions"", ""curry paste"", ""fish sauce"", ""chicken stock"", ""basil"", ""lime"", ""Freshly ground black pepper""]"
Microwaved Coconut Chicken Curry,"[""chicken"", ""oil"", ""curry"", ""garlic"", ""onion"", ""ginger"", ""cayenne pepper"", ""coconut milk"", ""tomato paste""]"
Slow Cooker Thai Yellow Curry,"[""Carrots"", ""Potatoes"", ""Sweet Onion"", ""Orange Pepper"", ""Milk"", ""Golden Raisins"", ""Vegetable Broth"", ""Garlic"", ""Yeast"", ""Fresh Ginger"", ""stalk"", ""Garam Masala"", ""Turmeric"", ""Coriander"", ""Cumin"", ""Ground Sea Salt""]"
Bhindi (Okra) Curry,"[""mustard seeds"", ""coriander seeds"", ""fenugreek seeds slightly crushed"", ""turmeric ground"", ""cumin ground"", ""paprika"", ""asafetida"", ""okra"", ""mustard oil"", ""onions"", ""garlic"", ""ginger root"", ""tomatoes"", ""green bell peppers"", ""red chili peppers""]"
Chicken And Rice Curry Recipe,"[""chicken breasts"", ""butter"", ""curry pwdr"", ""white rice"", ""heavy cream"", ""chicken broth""]"
Asparagus and Curry Chicken Pizza,"[""yeast"", ""water"", ""salt"", ""oregano"", ""lemon pepper"", ""sage"", ""sugar"", ""olive oil"", ""olive oil"", ""flour"", ""cornmeal"", ""olive oil"", ""chicken"", ""curry"", ""garlic"", ""mushrooms"", ""tomato paste"", ""mozzarella cheese"", ""basil""]"
Curry & Rice Recipe,"[""hamburger"", ""water"", ""Curry"", ""Salt"", ""Pepper""]"
Beef Curry With Apple Recipe,"[""boneless beef"", ""flour"", ""salt"", ""pepper"", ""drippings"", ""bay leaf"", ""curry pwdr"", ""cloves"", ""sugar"", ""onion"", ""clove garlic"", ""water"", ""tart apples"", ""raisins"", ""rice""]"
Shrimp And Potato Curry Filling,"[""shrimp"", ""lime"", ""coriander stems"", ""vegetable oil"", ""onions"", ""garlic"", ""Trinidadian"", ""potatoes"", ""yellow Scotch"", ""Salt""]"
Red Curry Mixed Vegetables,"[""red chili peppers"", ""black pepper"", ""coriander"", ""lime leaves"", ""stalk"", ""galangal root"", ""salt"", ""garlic"", ""onions"", ""vegetable oil"", ""coconut milk"", ""salt"", ""brown sugar"", ""soy sauce"", ""vegetable oil"", ""green beans"", ""eggplant chopped"", ""green bell peppers"", ""mushrooms"", ""basil"", ""lime zest""]"
Indian Fish Curry/Chettinad Fish Curry,"[""fish"", ""tamarind"", ""onions"", ""tomatoes"", ""garlic"", ""red chili powder"", ""coriander powder"", ""fennel seed"", ""ground fenugreek"", ""turmeric powder"", ""oil"", ""coconut milk"", ""salt""]"
Dry Potato Curry,"[""red-skinned potatoes"", ""Salt"", ""vegetable oil"", ""mustard seeds"", ""onion"", ""garlic"", ""fresh gingerroot"", ""green chili"", ""ground turmeric"", ""red (cayenne"", ""ground cumin"", ""green pepper""]"
Mutton curry,"[""mutton"", ""pepper"", ""cinnamon"", ""salt"", ""water"", ""onion"", ""tomatoes"", ""cummin seeds"", ""sunflower oil"", ""garlic"", ""mince ginger"", ""green chillies"", ""garam masala"", ""water"", ""curry powder""]"
Lamb Pakuwa (Nepali Slow-Cooked Dry Lamb Curry),"[""boneless lamb"", ""onion"", ""tomatoes"", ""cumin powder"", ""chili paste"", ""garlic"", ""ginger"", ""timur"", ""turmeric"", ""brown sugar"", ""cilantro"", ""red chilies"", ""cumin seeds"", ""broth"", ""water"", ""cooking oil"", ""Salt"", ""scallions""]"
30 Minute Cauliflower & Chickpea Curry,"[""Basmati Rice"", ""Olive Oil"", ""Yellow Onion"", ""Sugar"", ""Garlic"", ""Ginger"", ""Balsamic Vinegar"", ""Curry"", ""Ground Cumin"", ""Cayenne Pepper"", ""Vegetable Broth"", ""Cauliflower"", ""Chickpeas"", ""Cashews"", ""Golden Raisins"", ""Salt"", ""Cilantro""]"
Prawns In Mustard Curry,"[""Prawns"", ""Oil"", ""Onion"", ""Green chilli"", ""Black mustard seeds"", ""Garlic"", ""Turmeric"", ""Coriander powder"", ""Salt"", ""Tomato"", ""Yellow mustard paste"", ""Coriander"", ""Vinegar"", ""Red chilli powder"", ""Turmeric"", ""Salt""]"
Sean's Curry,"[""canola oil"", ""onions"", ""cinnamon sticks"", ""garlic"", ""ginger"", ""tomatoes"", ""salt"", ""ground black pepper"", ""turmeric"", ""ground cumin"", ""ground coriander"", ""garam masala"", ""curry powder"", ""asafetida powder"", ""red chili pepper"", ""chicken"", ""sour cream"", ""cilantro"", ""frozen peas""]"
Winter Vegetable Curry,"[""garlic"", ""fresh ginger"", ""unsalted butter"", ""cinnamon"", ""bay leaf"", ""yellow onion"", ""curry"", ""tomatoes"", ""milk yogurt"", ""water"", ""kosher salt"", ""carrots"", ""butternut squash"", ""zucchini"", ""chickpeas"", ""Freshly ground black pepper"", ""lemon"", ""Basmati rice""]"
Sandys Curry Powder,"[""coriander seeds"", ""cumin seeds"", ""black peppercorns"", ""fennel seeds"", ""ground turmeric"", ""ground mustard"", ""ground ginger"", ""ground cinnamon""]"
Thai Green Curry Chicken,"[""chicken"", ""Salt"", ""vegetable oil"", ""unsweetened coconut milk"", ""green curry"", ""lime"", ""chicken stock"", ""fish sauce"", ""poblano chile"", ""basil"", ""cilantro"", ""jasmine rice""]"
Chicken Curry,"[""Chicken"", ""Red Onion"", ""Tomatoes"", ""Jeera"", ""Cinnamon"", ""ginger-garlic"", ""poppy seeds"", ""cashews"", ""cocunut""]"
Saag Aloo (Spinach and Potatoes Curry),"[""Vegetable Oil"", ""Russett"", ""Ginger"", ""Garlic"", ""Serrano Chile"", ""Water"", ""Garam Masala"", ""Cayenne"", ""Heavy Cream"", ""Kosher Salt""]"
Melissa's Curry Spread,"[""cream cheese"", ""major gray's"", ""sweet curry"", ""crackers"", ""pecans""]"
Aimee's Chickpea Curry,"[""chickpeas"", ""curry"", ""tomatoes"", ""vegetables"", ""tomato sauce"", ""onion"", ""garlic"", ""coconut milk"", ""peanut butter"", ""oil""]"
Chicken Dal Curry,"[""Ginger"", ""clove Garlic"", ""Onion"", ""Curry"", ""Chicken tenderloin"", ""Tomato"", ""Cumin"", ""Turmeric"", ""Cayenne pepper"", ""Coriander"", ""Garam masala"", ""Lemon"", ""Butter"", ""Salt"", ""Vegetable oil"", ""Butter""]"
Easy Dry Curry with Tofu,"[""carrot Carrot"", ""clove Garlic"", ""Ginger"", ""cube"", ""Curry"", ""Ketchup"", ""Sugar"", ""White wine"", ""Water"", ""Olive oil"", ""onion"", ""egg"", ""Parsley""]"
Thai Chicken Curry With Pineapple,"[""olive oil"", ""cilantro"", ""jasmine rice"", ""chicken broth"", ""hot chili peppers"", ""salt"", ""lime juice fresh"", ""pineapple"", ""peas"", ""brown sugar"", ""curry powder"", ""coconut milk"", ""chicken breast halves"", ""cilantro""]"
Coconut Curry Quinoa (Vegan + Gluten Free),"[""quinoa"", ""unsweetened coconut milk"", ""tomato"", ""zucchini"", ""vidalia onion"", ""red curry"", ""almonds"", ""coconut oil"", ""curry powder"", ""coconut flakes""]"
Easy Keema Curry with Lentils,"[""Ground meat"", ""lentils"", ""Onion"", ""Carrot"", ""Curry"", ""Curry"", ""Honey"", ""Worcestershire sauce"", ""coffee"", ""Water""]"
Chickpea Curry on Coconut Basmati Rice,"[""Chickpeas"", ""Sweet Onion"", ""Tomatoes"", ""Garlic"", ""Olive Oil"", ""Curry"", ""Salt"", ""Cinnamon"", ""Lemon Wedges"", ""Basmati Rice"", ""Water"", ""Milk"", ""Salt"", ""Garlic"", ""Parsley Flakes"", ""Cilantro""]"
Coconut-Curry Bean Thread Noodles,"[""bean thread"", ""olive oil"", ""garlic"", ""light coconut milk"", ""baby corn"", ""snow peas"", ""zucchini"", ""red bell pepper"", ""mushrooms"", ""scallions"", ""curry powder"", ""red curry"", ""Salt""]"
Crab Curry with Rice Vermicelli,"[""rice vermicelli"", ""vegetable oil"", ""Ya"", ""coconut milk"", ""coconut milk"", ""fish sauce"", ""palm sugar"", ""crabmeat"", ""bean sprouts"", ""basil""]"
Thai Red Squash and Quinoa Curry,"[""quinoa"", ""vegetable oil"", ""vegetable broth"", ""salt"", ""vegetable oil"", ""red curry"", ""coconut milk"", ""soy sauce"", ""vegetable broth"", ""palm sugar"", ""baby squash"", ""baby corn"", ""snow peas"", ""cashews"", ""lime juice"", ""lime""]"
Curry Udon,"[""vegetable oil"", ""onion"", ""curry powder"", ""curry sauce"", ""milk"", ""beef"", ""udon noodles"", ""scallions"", ""mitsuba""]"
Indian Style Lamb Curry Recipe,"[""lamb"", ""oil"", ""onion"", ""garlic"", ""salt"", ""tumeric"", ""Masala"", ""cilantro"", ""fresh chilies"", ""potatoes"", ""curry"", ""water""]"
Prawn Curry,"[""shrimp"", ""onions"", ""vegetable oil"", ""garlic"", ""cumin seeds white"", ""red pepper"", ""salt"", ""turmeric"", ""coconut""]"
Simple Spud Curry,"[""oil"", ""onion"", ""potato"", ""aubergine"", ""button mushrooms"", ""vegetable stock"", ""coconut milk"", ""coriander""]"
Aromatic Turkey Curry,"[""vegetable oil"", ""onion"", ""garlic"", ""fresh ginger"", ""turmeric"", ""cumin"", ""coriander"", ""chili powder"", ""garam masala"", ""tomatoes"", ""turkey"", ""stock"", ""double cream"", ""seasoning""]"
Sweet & Spicy Curry Veg,"[""zucchini"", ""carrots"", ""garlic"", ""fresh ginger"", ""coriander powder"", ""fenugreek seeds"", ""chili powder"", ""paprika"", ""turmeric"", ""salt"", ""cashews"", ""water"", ""oil"", ""cumin"", ""water"", ""amchoor powder"", ""sugar"", ""spinach""]"
"Curry Ramen for Lunch, Made with Leftover Curry","[""ladlefuls Curry"", ""noodles"", ""green onions"", ""Chinese soup stock powder"", ""Water""]"
Thai Red Vegetables Curry Linguine,"[""linguine"", ""olive oil"", ""okra"", ""eggplant"", ""clove garlic"", ""onion"", ""red chili"", ""oil"", ""thai red curry"", ""soy sauce"", ""water"", ""oil"", ""basil""]"
Chicken Curry,"[""Chicken"", ""Onion"", ""Oil"", ""Sake"", ""Salt"", ""ginger"", ""Water"", ""cube"", ""Curry"", ""Butter"", ""Ketchup""]"
Veal Curry With Carrots,"[""veal"", ""carrots"", ""coconut milk"", ""red curry"", ""tomato paste"", ""oil"", ""ground cumin"", ""salt"", ""coriander""]"
Kohlrabi Curry,"[""Olive Oil"", ""Garlic"", ""Basmati Rice"", ""Onion"", ""Tomato"", ""Water"", ""Mustard Seeds"", ""Cumin Seeds"", ""Lemon Juice"", ""Curry"", ""Chili Powder"", ""Kosher Salt""]"
Quick Korma Curry,"[""Onion"", ""Paprika"", ""Rice"", ""Garlic"", ""Herbs"", ""Sunflower Oil"", ""Chicken"", ""Garam Masala"", ""Salt"", ""Chicken"", ""Veg"", ""Potatoes"", ""Sauce""]"
